name,mass,semi_major_axis,temp_eq,star_luminosity,star_radius,star_teff,star_mass,radius
Kepler-79 d,6.038739725298821,0.287,633.6721068004936,2.215388783622408,1.3,6174.0,1.17,7.162538687069817
Kepler-79 e,4.131769285730772,0.386,546.3686406613228,2.215388783622408,1.3,6174.0,1.17,3.48599300732193
Kepler-84 Ac,20.213886659421316,0.1072,945.4018301892595,1.5318593144617214,1.131,6036.0,0.987,3.1497235853937697
Kepler-86 b,108.80855499768691,0.824,302.0877624355859,0.9057779455851924,1.0,5629.0,0.94,9.489523086812687
Kepler-89 Ab,5.757461585462534,0.05119,1588.068119271492,2.692749553782221,1.4286,6184.0,1.183,1.6379683542120695
Kepler-89 Ac,6.206553123980809,0.1013,1148.8200783966545,2.692749553782221,1.4286,6184.0,1.183,3.864071927376491
Kepler-89 Ae,8.093881768021307,0.3046,645.8218780329529,2.692749553782221,1.4286,6184.0,1.183,6.116068246029382
KOI-134 b,317.8284065946748,0.364,660.1038069442425,4.192487005820764,1.8,6154.0,1.17,12.105699189413777
KPS-1 b,346.4329631881956,0.0269,1446.2092241607943,0.5281929800528683,0.907,5165.0,0.892,11.545250152866842
L 98-59 b,0.4131769285730772,0.02191,600.8899110021529,0.010390717976514493,0.291,3415.0,0.32,0.8496407394051521
LHS 1815 b,4.195334967049707,0.0404,618.6152891570758,0.03988493458267782,0.501,3643.0,0.502,1.0880557595522178
MASCARA-1 b,1175.9651044002967,0.043,2545.5738321720696,12.95517425273245,2.1,7554.0,1.72,16.813471096408023
NGTS-10 Ab,687.1450150576869,0.0143,1481.2704004914547,0.1642755801171281,0.697,4400.0,0.696,13.506821780781111
NGTS-11 c,20.023189615464513,0.099,705.9415461410813,0.4061710002168678,0.832,5050.0,0.862,4.808652733572694
NGTS-15 b,238.68913335260078,0.0441,1255.9611836829847,0.8075057152645952,0.954,5600.0,0.995,12.32987880403255
NGTS-16 b,211.9915471986481,0.0523,1288.860271410393,1.2594771176957935,1.213,5550.0,1.002,14.571674950220284
NGTS-17 b,242.82090263833155,0.0391,1593.158813933571,1.643438108057938,1.337,5650.0,1.025,13.899136106363963
NGTS-18 b,129.99181829722198,0.0448,1507.9146817402848,1.7315166138611693,1.392,5610.0,1.003,13.562866684435804
NGTS-1 b,258.07666615487597,0.0326,791.6958913721595,0.06965891791710531,0.573,3916.0,0.617,14.907944372148446
NGTS-34 b,19.101487236339956,0.257,682.1733750876414,2.386760616945941,1.367,6134.0,1.266,3.6496441259936345
NGTS-3 Ab,756.431607695326,0.023,1707.9141995803786,0.7510752053193149,0.93,5570.0,1.017,16.589291481789246
NGTS-4 b,20.595280747334925,0.019,1648.9696589584387,0.4453704687144086,0.84,5143.0,0.75,3.1799878333673037
NGTS-6 Ab,422.71178077091747,0.016623018,1335.884372520646,0.14684487164940718,0.656,4410.0,0.7876,14.246614509023063
